dataset_id,project,lambda_cgsreg,policy,episode,seed,score,agent_score,opponent_score,length,terminal,trunc
oc_storm_replay,DreamerV3,0,dreamer_oc_storm_replay_w0,18,17,-19.0,2.0,21.0,1615,True,
oc_storm_replay,DreamerV3,0,dreamer_oc_storm_replay_w0,19,18,-19.0,2.0,21.0,2582,True,
oc_storm_replay,DreamerV3,0,dreamer_oc_storm_replay_w0,20,19,-21.0,0.0,21.0,1907,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,1,0,-21.0,0.0,21.0,814,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,2,1,-21.0,0.0,21.0,789,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,3,2,-18.0,3.0,21.0,1343,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,4,3,-17.0,4.0,21.0,1528,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,5,4,-21.0,0.0,21.0,818,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,6,5,-20.0,1.0,21.0,896,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,7,6,-14.0,7.0,21.0,1714,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,8,7,-16.0,5.0,21.0,1585,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,9,8,-21.0,0.0,21.0,787,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,10,9,-13.0,8.0,21.0,1908,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,11,10,-6.0,15.0,21.0,2821,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,12,11,9.0,21.0,12.0,2763,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,13,12,-21.0,0.0,21.0,788,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,14,13,-18.0,3.0,21.0,1284,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,15,14,11.0,21.0,10.0,2559,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,16,15,-20.0,1.0,21.0,954,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,17,16,-20.0,1.0,21.0,925,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,18,17,-21.0,0.0,21.0,787,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,19,18,-14.0,7.0,21.0,1761,True,
oc_storm_replay,DreamerV3,0.01,dreamer_oc_storm_replay_w0p01,20,19,-21.0,0.0,21.0,788,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,1,0,-21.0,0.0,21.0,818,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,2,1,-20.0,1.0,21.0,895,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,3,2,-20.0,1.0,21.0,860,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,4,3,-20.0,1.0,21.0,832,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,5,4,-20.0,1.0,21.0,837,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,6,5,-20.0,1.0,21.0,838,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,7,6,-20.0,1.0,21.0,840,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,8,7,-19.0,2.0,21.0,914,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,9,8,-21.0,0.0,21.0,847,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,10,9,-19.0,2.0,21.0,974,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,11,10,-20.0,1.0,21.0,837,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,12,11,-21.0,0.0,21.0,782,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,13,12,-21.0,0.0,21.0,788,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,14,13,-21.0,0.0,21.0,818,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,15,14,-20.0,1.0,21.0,842,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,16,15,-20.0,1.0,21.0,836,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,17,16,-20.0,1.0,21.0,839,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,18,17,-21.0,0.0,21.0,819,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,19,18,-19.0,2.0,21.0,974,True,
oc_storm_replay,DreamerV3,0.1,dreamer_oc_storm_replay_w0p1,20,19,-21.0,0.0,21.0,904,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,1,0,-21.0,0.0,21.0,758,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,2,1,-21.0,0.0,21.0,761,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,3,2,-21.0,0.0,21.0,759,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,4,3,-21.0,0.0,21.0,759,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,5,4,-21.0,0.0,21.0,759,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,6,5,-21.0,0.0,21.0,760,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,7,6,-21.0,0.0,21.0,762,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,8,7,-21.0,0.0,21.0,758,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,9,8,-21.0,0.0,21.0,759,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,10,9,-21.0,0.0,21.0,762,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,11,10,-21.0,0.0,21.0,759,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,12,11,-21.0,0.0,21.0,764,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,13,12,-21.0,0.0,21.0,760,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,14,13,-21.0,0.0,21.0,758,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,15,14,-21.0,0.0,21.0,764,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,16,15,-21.0,0.0,21.0,758,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,17,16,-21.0,0.0,21.0,761,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,18,17,-21.0,0.0,21.0,759,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,19,18,-21.0,0.0,21.0,758,True,
oc_storm_replay,DreamerV3,1.0,dreamer_oc_storm_replay_w1,20,19,-21.0,0.0,21.0,760,True,
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,0,0,-21.0,0.0,21.0,1481,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,1,1,-21.0,0.0,21.0,997,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,2,2,-21.0,0.0,21.0,1243,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,3,3,-21.0,0.0,21.0,1301,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,4,4,-21.0,0.0,21.0,997,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,5,5,-21.0,0.0,21.0,1478,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,6,6,-21.0,0.0,21.0,1004,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,7,7,-21.0,0.0,21.0,1240,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,8,8,-21.0,0.0,21.0,998,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,9,9,-21.0,0.0,21.0,999,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,10,10,-21.0,0.0,21.0,997,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,11,11,-21.0,0.0,21.0,1480,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,12,12,-21.0,0.0,21.0,1298,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,13,13,-21.0,0.0,21.0,1239,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,14,14,-21.0,0.0,21.0,1478,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,15,15,-21.0,0.0,21.0,1240,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,16,16,-21.0,0.0,21.0,998,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,17,17,-21.0,0.0,21.0,1480,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,18,18,-21.0,0.0,21.0,1002,True,False
oc_storm_replay,TWISTER,0,twister_oc_storm_replay_w0,19,19,-21.0,0.0,21.0,1000,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,0,0,-14.0,7.0,21.0,2834,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,1,1,-14.0,7.0,21.0,2833,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,2,2,-21.0,0.0,21.0,2552,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,3,3,-18.0,3.0,21.0,2837,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,4,4,-14.0,7.0,21.0,2833,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,5,5,-21.0,0.0,21.0,2546,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,6,6,-14.0,7.0,21.0,2840,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,7,7,-21.0,0.0,21.0,2549,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,8,8,-14.0,7.0,21.0,2834,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,9,9,-14.0,7.0,21.0,2835,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,10,10,-14.0,7.0,21.0,2833,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,11,11,-21.0,0.0,21.0,2548,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,12,12,-18.0,3.0,21.0,2834,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,13,13,-21.0,0.0,21.0,2548,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,14,14,-21.0,0.0,21.0,2546,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,15,15,-21.0,0.0,21.0,2549,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,16,16,-14.0,7.0,21.0,2834,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,17,17,-21.0,0.0,21.0,2548,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,18,18,-14.0,7.0,21.0,2838,True,False
oc_storm_replay,TWISTER,0.01,twister_oc_storm_replay_w0p01,19,19,-14.0,7.0,21.0,2836,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,0,0,-21.0,0.0,21.0,763,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,1,1,-21.0,0.0,21.0,817,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,2,2,-21.0,0.0,21.0,791,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,3,3,-21.0,0.0,21.0,821,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,4,4,-21.0,0.0,21.0,817,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,5,5,-20.0,1.0,21.0,956,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,6,6,-21.0,0.0,21.0,852,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,7,7,-21.0,0.0,21.0,788,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,8,8,-21.0,0.0,21.0,846,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,9,9,-21.0,0.0,21.0,819,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,10,10,-21.0,0.0,21.0,817,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,11,11,-20.0,1.0,21.0,958,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,12,12,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,13,13,-21.0,0.0,21.0,787,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,14,14,-20.0,1.0,21.0,956,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,15,15,-21.0,0.0,21.0,788,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,16,16,-21.0,0.0,21.0,846,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,17,17,-20.0,1.0,21.0,958,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,18,18,-21.0,0.0,21.0,850,True,False
oc_storm_replay,TWISTER,0.1,twister_oc_storm_replay_w0p1,19,19,-21.0,0.0,21.0,848,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,0,0,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,1,1,-21.0,0.0,21.0,757,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,2,2,-21.0,0.0,21.0,763,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,3,3,-21.0,0.0,21.0,761,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,4,4,-21.0,0.0,21.0,757,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,5,5,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,6,6,-21.0,0.0,21.0,764,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,7,7,-21.0,0.0,21.0,760,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,8,8,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,9,9,-21.0,0.0,21.0,759,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,10,10,-21.0,0.0,21.0,757,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,11,11,-21.0,0.0,21.0,760,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,12,12,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,13,13,-21.0,0.0,21.0,759,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,14,14,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,15,15,-21.0,0.0,21.0,760,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,16,16,-21.0,0.0,21.0,758,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,17,17,-21.0,0.0,21.0,760,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,18,18,-21.0,0.0,21.0,762,True,False
oc_storm_replay,TWISTER,1.0,twister_oc_storm_replay_w1,19,19,-21.0,0.0,21.0,760,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,0,0,-20.0,1.0,21.0,884,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,1,1,-20.0,1.0,21.0,882,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,2,2,-21.0,0.0,21.0,763,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,3,3,-21.0,0.0,21.0,820,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,4,4,-20.0,1.0,21.0,882,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,5,5,-20.0,1.0,21.0,915,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,6,6,-20.0,1.0,21.0,889,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,7,7,-21.0,0.0,21.0,760,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,8,8,-20.0,1.0,21.0,883,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,9,9,-20.0,1.0,21.0,884,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,10,10,-20.0,1.0,21.0,882,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,11,11,-20.0,1.0,21.0,917,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,12,12,-21.0,0.0,21.0,817,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,13,13,-21.0,0.0,21.0,759,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,14,14,-20.0,1.0,21.0,915,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,15,15,-21.0,0.0,21.0,760,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,16,16,-20.0,1.0,21.0,883,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,17,17,-20.0,1.0,21.0,917,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,18,18,-20.0,1.0,21.0,887,True,False
oc_storm_replay,DIAMOND,0,diamond_oc_storm_replay_w0,19,19,-20.0,1.0,21.0,885,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,0,0,-21.0,0.0,21.0,758,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,1,1,-21.0,0.0,21.0,786,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,2,2,-21.0,0.0,21.0,791,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,3,3,-21.0,0.0,21.0,789,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,4,4,-21.0,0.0,21.0,786,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,5,5,-18.0,3.0,21.0,1444,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,6,6,-18.0,3.0,21.0,1727,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,7,7,-21.0,0.0,21.0,788,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,8,8,-21.0,0.0,21.0,787,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,9,9,-21.0,0.0,21.0,788,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,10,10,-21.0,0.0,21.0,786,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,11,11,-18.0,3.0,21.0,1446,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,12,12,-21.0,0.0,21.0,758,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,13,13,-21.0,0.0,21.0,787,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,14,14,-18.0,3.0,21.0,1444,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,15,15,-21.0,0.0,21.0,788,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,16,16,-21.0,0.0,21.0,787,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,17,17,-18.0,3.0,21.0,1446,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,18,18,-21.0,0.0,21.0,791,True,False
oc_storm_replay,DIAMOND,0.01,diamond_oc_storm_replay_w0p01,19,19,-21.0,0.0,21.0,789,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,0,0,10.0,21.0,11.0,2525,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,1,1,-18.0,3.0,21.0,2717,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,2,2,14.0,21.0,7.0,2120,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,3,3,-18.0,3.0,21.0,2690,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,4,4,-18.0,3.0,21.0,2717,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,5,5,10.0,21.0,11.0,2525,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,6,6,-18.0,3.0,21.0,2724,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,7,7,14.0,21.0,7.0,2117,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,8,8,-18.0,3.0,21.0,2718,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,9,9,-18.0,3.0,21.0,2719,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,10,10,-18.0,3.0,21.0,2717,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,11,11,10.0,21.0,11.0,2527,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,12,12,-18.0,3.0,21.0,2687,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,13,13,14.0,21.0,7.0,2116,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,14,14,10.0,21.0,11.0,2525,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,15,15,14.0,21.0,7.0,2117,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,16,16,-18.0,3.0,21.0,2718,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,17,17,10.0,21.0,11.0,2527,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,18,18,-18.0,3.0,21.0,2722,True,False
oc_storm_replay,DIAMOND,0.1,diamond_oc_storm_replay_w0p1,19,19,-18.0,3.0,21.0,2720,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,0,0,-20.0,1.0,21.0,839,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,1,1,-21.0,0.0,21.0,785,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,2,2,-20.0,1.0,21.0,841,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,3,3,-21.0,0.0,21.0,789,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,4,4,-21.0,0.0,21.0,785,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,5,5,-21.0,0.0,21.0,786,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,6,6,-21.0,0.0,21.0,792,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,7,7,-21.0,0.0,21.0,760,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,8,8,-21.0,0.0,21.0,786,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,9,9,-21.0,0.0,21.0,787,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,10,10,-21.0,0.0,21.0,785,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,11,11,-20.0,1.0,21.0,837,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,12,12,-21.0,0.0,21.0,786,True,False
oc_storm_replay,DIAMOND,1.0,diamond_oc_storm_replay_w1,13,13,-21.0,0.0,21.0,759,True,False
